TotalDisplacement 33417369
MaxDisplacement 7430
NumCells 44811
c29104 33132 -47600
c36202 33924 26488
c18194 32538 -3752
c31695 32802 18424
c23297 32802 6832
c27552 32406 -28448
c11371 33792 -2744
c31678 32868 12880
c1550 33132 -40544
c16123 32934 19432
c33988 32604 31528
c23119 32736 31528
c18244 32934 24976
c43456 33066 -52136
c2631 32340 -10304
c26132 32934 11368
c12909 33792 32536
c41891 32208 -6272
c38076 33198 1288
c13087 32934 -9296
c11496 33132 14392
c42563 32802 -51632
c30733 32208 3808
c44686 32670 -36512
c10960 32934 -728
c19885 32736 31024
c34596 33132 33544
c44772 32076 -58688
c29098 33528 -48608
c12252 33000 -38024
c38402 30096 -50624
c32969 33264 12880
c3440 33000 24472
c24077 33066 6832
c37887 33528 31528
c4037 31944 -11816
c10156 33396 -55160
c32298 33198 -52640
c36414 33528 -5768
c9773 31614 -53144
c26973 32076 -11816
c8626 33000 -49112
c40934 32076 -50120
c2667 33198 -728
c10302 33000 -3248
c16241 31680 -25928
c38184 33000 -21896
c27784 32670 13888
c38664 32604 -4256
c37362 33594 -56168
c40244 31878 -53144
c2691 33198 -51632
c15004 34254 8344
c29389 32670 20944
c24907 33528 14392
c26988 32208 -53648
c35613 32934 15400
c2459 33594 -51128
c36428 33528 29008
c39564 33594 -51632
c3209 33198 36064
c44790 33132 -224
c31971 32670 12376
c40006 33132 38080
c17402 33330 -57176
c43984 33198 -23912
c23277 33198 -1736
c34514 32934 18928
c12874 32934 12376
c3974 33594 -57176
c42613 33462 6832
c8425 34188 32536
c30066 31020 -10808
c30726 33066 -42056
c39339 33462 -52136
c34095 33066 29512
c43559 32868 31024
c23241 32604 -10304
c16783 31680 -56672
c31307 33264 31024
c253 29964 -58184
c11303 33858 -51128
c12754 33462 13384
c16960 33528 -58688
c33087 33660 23968
c29455 32868 -4760
c18205 33066 18424
c34478 32670 -9800
c24889 33726 -3752
c23577 33198 -13328
c39096 33726 19936
c42964 32538 -26936
c35177 33066 -53144
c11965 31812 -46088
c3096 33264 -54656
c4281 33330 9352
c2215 33264 34552
c36219 32604 30520
c28166 30360 -50624
c32228 33858 -57176
c28386 33066 21448
c31881 32076 16912
c2969 33396 34048
c3205 33462 -53144
c31800 31020 -50624
c14804 32934 -9800
c265 34386 -52640
c32154 33066 25984
c29934 33264 -16352
c22740 32472 -53648
c41428 33198 18424
c32181 33198 -9800
c7479 33000 15904
c30728 34254 -51632
c36614 33660 14392
c10347 33198 -22904
c32098 33660 -54656
c695 33660 34048
c27390 33396 24472
c24938 33132 5824
c3664 33264 -25424
c4509 33462 20944
c33772 33264 -40544
c7351 33066 2296
c17421 33396 -6272
c41782 33660 -224
c354 31152 -50624
c34083 33330 25984
c27697 33990 7336
c43215 32868 280
c6222 34914 -43064
c8970 33462 -32984
c1360 33858 -53144
c41175 34386 -51632
c34837 31416 -58184
c14002 32208 -11816
c5893 32274 -31976
c22676 32802 13888
c9369 34518 -51632
c17964 31944 -56672
c5151 32472 3808
c26055 32538 -31976
c24158 33066 26992
c21793 33264 -27944
c588 33660 -47600
c38341 33066 -8792
c27521 33198 26992
c30772 32208 -10808
c12807 33726 19432
c28707 33396 -5264
c41043 33462 18424
c33975 31548 -50624
c21195 33198 -16856
c19723 33198 25480
c34859 33462 2296
c35743 32472 -50120
c28476 32802 -26432
c26024 33792 -37016
c8946 32472 -57680
c31715 32736 -53648
c2520 33330 -42056
c17374 33792 24472
c29707 31812 -50624
c33405 33132 -46592
c3106 35046 -23408
c20486 33660 31024
c12212 33330 -43568
c24610 33528 56224
c7184 33858 -27440
c18202 33990 23464
c15182 33462 11368
c3399 33198 -36008
c37920 33924 24472
c40179 33330 32032
c39704 33924 -32480
c8474 33396 20440
c22255 33594 15400
c20538 33198 13888
c1309 32868 -11312
c28435 33264 33544
c39970 33594 18928
c43514 32604 -50120
c36256 32802 6328
c2802 33924 -54656
c44800 33000 30520
c28102 34914 -51632
c6284 32406 -45584
c7256 33462 -15848
c15799 33330 -28448
c20181 33726 32032
c41642 33462 21448
c11648 33132 55216
c1107 33132 -55664
c35470 33330 16408
c10532 33660 33040
c490 32406 35560
c4047 34320 -39032
c39256 35310 -23408
c26681 33000 -50120
c19796 31944 -33488
c42418 33528 33544
c19996 33660 33544
c20686 33396 5824
c23107 33396 -21392
c29171 34122 -3752
c27383 34188 -3248
c15795 33594 -52136
c8128 34254 23464
c40324 33594 -1232
c39212 33000 -53648
c33775 33726 13888
c34806 34056 15904
c44355 33594 -26936
c43983 33528 -15344
c18709 32802 50176
c35327 33330 -36008
c26231 33924 36568
c43498 34188 22960
c4204 33264 43624
c1507 32934 35056
c18464 33594 -36008
c11036 33726 16408
c1326 31878 43120
c1866 33594 -728
c2071 32076 -44072
c28105 33330 26992
c20710 33528 20440
c3739 33594 36064
c33481 32802 -31472
c23782 34122 20944
c30938 33462 25480
c18479 32868 10360
c15772 33528 1288
c29954 33528 -14336
c27989 33264 -53648
c16195 33726 30016
c34183 33660 56728
c9340 33000 -12320
c16056 33462 -48104
c39644 33066 -26432
c17375 34320 47152
c42401 33462 -8792
c7447 32934 35560
c26360 33726 -8792
c33026 32340 44632
c27615 33858 -26936
c15617 33198 6328
c29865 32802 -45584
c30107 33594 -19880
c34138 33990 19432
c39223 33198 -45584
c11082 33594 -28448
c11102 33726 17920
c3091 36960 10864
c11788 32340 44128
c38372 33726 26992
c42407 33726 25480
c43325 33594 28000
c2648 34188 -37016
c34810 33528 -53648
c2943 34056 33544
c39973 33066 -49616
c37878 33396 -6776
c27487 33990 -26936
c10992 34584 -39032
c10323 32736 -25928
c13551 34122 13888
c30007 32340 16912
c35392 33330 -7280
c3968 37092 10864
c19553 33132 10360
c33532 33594 2296
c40260 33330 -49616
c40904 34386 -53144
c21002 33396 30520
c44415 34782 -53144
c12337 33924 -47600
c43539 33330 24976
c28994 33726 -52136
c39766 33528 44128
c1538 33726 -56168
c42364 33726 25984
c36122 33462 -43568
c14863 33066 -31976
c44352 33066 43120
c44776 34122 -22904
c14900 33000 5320
c4487 33660 -2240
c18216 35046 -53144
c23001 33528 44632
c38508 33858 6832
c1689 33660 -50120
c21237 33330 -31976
c31834 33462 -9800
c5444 34056 54208
c14512 35112 -47096
c33892 35442 -51632
c28398 33594 29512
c13960 33660 11872
c20131 34188 31024
c37113 32208 -50624
c32983 34320 -50120
c28985 33924 31528
c36229 33066 35560
c10600 33858 18424
c11466 34122 26992
c42360 34188 15904
c28414 32472 -50624
c27447 33330 1792
c8125 33990 -8792
c19899 33132 -11312
c26161 33198 4312
c41368 33594 -31976
c16513 34188 31528
c17408 33858 29512
c17672 34518 13888
c981 33726 -25424
c27196 33858 -48104
c11240 32736 16912
c5017 33792 11872
c28958 33594 1792
c17240 33990 36064
c42373 33198 -31472
c19924 33594 -45584
c34278 33990 -48104
c2106 33264 -21896
c42146 34320 33544
c43530 33396 -55664
c17855 34386 29512
c18592 34122 18928
c24950 33594 24976
c36334 33858 32032
c31529 34716 22456
c19770 34122 21952
c34297 33660 -17360
c32077 33594 6328
c36208 33132 -4760
c24999 33726 -41048
c43478 34056 7840
c44399 34056 -2744
c42998 33858 -28448
c42382 34518 -32984
c2768 33594 4312
c15431 32472 -30968
c37652 33792 -10304
c42087 34122 -9296
c13976 34452 31024
c10043 32736 -50624
c13433 33924 27496
c16765 33792 -4256
c21976 37224 10864
c22920 33330 35560
c15103 33990 19936
c28988 33000 16912
c23116 33462 -16856
c8663 34584 31528
c2737 34122 16408
c16937 34518 21952
c43727 32670 37072
c39907 32274 42616
c37745 33858 1792
c6199 34518 16408
c7820 33000 -33488
c19412 33858 4312
c28074 35178 -43064
c1810 33990 2296
c2137 33858 -36512
c14346 33660 -49112
c43154 32076 -22400
c37163 33924 -2240
c3156 34188 30520
c9678 33132 -33488
c9991 32868 45640
c4573 33924 38584
c30767 33000 -57680
c3283 33924 33040
c15984 33462 37576
c30366 32934 4816
c21689 31152 -42560
c41345 33990 -41048
c36761 33330 35056
c7264 32868 -30968
c43307 33726 37576
c29279 34716 -53648
c11050 34188 -21896
c26757 34122 1792
c32251 34716 33544
c35893 34518 1792
c7889 33924 -52136
c38946 34122 12376
c13369 33594 35056
c191 34056 -49112
c19497 33858 -45584
c12844 33594 -42056
c17191 34320 -32480
c38286 34518 -49616
c32108 34320 15904
c5877 33594 35560
c11008 34254 12376
c25365 33990 -36008
c14765 33396 -11816
c17308 33924 -15848
c18028 34254 36064
c36503 33000 -46088
c11703 33264 -44072
c34096 33528 -33488
c4901 33198 46648
c20983 33396 280
c30525 34056 29008
c23245 33990 11872
c12699 32934 49168
c44422 33528 -46592
c29054 32802 51184
c40919 33726 13384
c17177 33858 -40040
c44423 33990 -45080
c20252 33924 -25424
c24699 33990 -15344
c31559 33330 784
c25041 33726 -13832
c13032 33660 -1736
c11319 33660 -28952
c30879 33990 50176
c13756 33660 -11816
c2336 32736 3808
c37910 35376 47656
c35352 33330 46648
c26237 33924 -28952
c21776 33990 28000
c16820 33660 -20888
c26840 33594 784
c40230 34056 20440
c26768 33066 37072
c16169 33726 35560
c21024 34056 -25424
c24338 33924 -728
c29001 33792 -5264
c4238 33858 6328
c131 34122 13384
c16335 34254 4312
c21656 31284 3304
c14778 34650 -43568
c38200 35508 47152
c38641 34254 18424
c27865 33924 2800
c24073 33990 -1232
c36385 34254 35560
c13372 33264 -30968
c10639 34056 -15848
c33254 33132 -12320
c40618 33198 49672
c10289 34650 -52640
c34439 33330 37072
c43557 33660 -46592
c29336 31548 -42560
c41394 33330 49168
c5951 33330 -30464
c33602 33858 24976
c22595 33858 58240
c33990 34056 -224
c37970 33528 -44072
c12041 33924 -11816
c33700 34122 28504
c7403 33396 -50624
c20695 33462 -29960
c612 33990 32032
c3452 33000 3808
c16249 33990 51688
c43673 33528 -30968
c17622 33990 784
c1209 31416 42112
c39546 34122 -35000
c12556 34386 6832
c19340 33594 37072
c23936 34584 -6776
c35575 33858 45136
c5563 34122 -26936
c15813 34122 34552
c34344 34452 43624
c4604 33990 -34496
c2563 34914 16408
c28742 34452 32536
c27017 34452 -32480
c36626 34122 14896
c42725 33990 -40544
c13762 34452 30520
c31121 33990 51184
c3183 31416 3304
c32651 34188 -11816
c425 33924 -46592
c29759 35046 -45584
c33707 34122 45136
c31443 33924 280
c44715 34122 -14840
c8245 34320 -11312
c31413 34320 -12320
c17629 34386 -26936
c37621 33396 -10808
c4976 34386 -31472
c3597 34782 -32984
c28578 33924 14392
c11119 34254 6328
c41545 34584 30520
c25099 33990 17920
c31124 33462 -33992
c9944 34122 -48104
c1763 33264 48664
c36284 33990 15400
c37691 31680 42112
c23824 34254 24976
c24919 34056 57736
c6879 33990 35056
c13170 33528 -10808
c10398 33462 -44576
c4319 33066 42616
c26470 35178 -32984
c3620 34518 37072
c24868 31944 42112
c41481 33330 42616
c17665 33330 48160
c44086 33990 -42056
c565 32208 42112
c26056 34782 50680
c5041 34254 -36008
c17861 34386 -42056
c26192 34320 -2744
c19755 34716 43624
c6984 34122 -26432
c32394 34650 -33992
c34720 34716 -5768
c25470 34518 -29960
c35991 34650 24976
c23667 32340 42112
c7101 34452 15904
c40592 33264 45640
c26338 34254 38584
c24562 34980 22456
c19754 35112 43624
c402 32472 -18368
c25108 33726 42616
c21642 33396 3808
c10508 33924 46144
c41690 34518 36064
c5034 34188 -27944
c16310 33660 45640
c23762 33660 3808
c28348 34386 2296
c14629 33792 -39536
c8433 34320 26488
c21439 33264 -57680
c1977 34914 -43568
c33833 32868 -58184
c23822 33990 1288
c18258 34584 -6272
c11529 34650 -9800
c41860 34452 26488
c23099 34518 46648
c28675 34254 1288
c3278 33792 -25928
c27791 34782 -42056
c4458 35244 22456
c41537 35376 -47096
c19267 33792 -19376
c25714 33528 -12824
c5081 34782 -31976
c44624 34386 25480
c26437 33924 52192
c762 34914 -31976
c42636 33000 -18368
c42557 34650 11368
c18147 33858 4816
c28352 32736 42112
c10415 34584 56728
c40656 33396 5320
c29732 37488 10864
c6685 33858 52696
c21665 33330 -20384
c5940 34188 280
c38681 34056 45640
c19620 34386 -48104
c44070 35112 -47600
c15530 34782 -28448
c2877 34254 43120
c44103 34254 -51128
c4503 34386 15400
c38328 34122 42616
c36465 34056 54712
c35681 34386 29008
c29928 34716 44128
c1514 34386 -30464
c29858 34782 48160
c24205 34914 -42056
c4018 34386 32032
c18217 34650 -48104
c4064 33858 -44576
c41417 34650 -26936
c44679 34518 13384
c25974 35112 46144
c2583 34782 -51128
c10739 33792 -10808
c8623 34386 14896
c40268 34056 27496
c44452 34320 36568
c22821 34782 -31472
c10265 34122 784
c4587 33726 -20384
c28116 34584 -21392
c12728 34452 14392
c662 34386 42616
c37003 34650 43120
c8795 35046 -49616
c5226 33000 42112
c24341 34914 37576
c32926 33066 -18872
c29982 33264 42112
c28299 34254 24472
c6218 33924 -30968
c19408 34914 21952
c43939 34914 -28448
c27076 34914 13888
c7818 34254 45136
c28922 33594 41608
c34441 33396 42112
c23086 34386 53200
c39005 34584 55216
c1595 33660 5320
c17613 34980 -10304
c636 34914 24976
c23881 34650 18424
c8308 31548 3304
c5406 35046 43120
c4 34452 23968
c16491 34914 37072
c5524 34584 -2744
c31988 34914 42616
c938 33990 41608
c13636 34122 -44576
c27919 34386 41608
c30123 34782 -26936
c14138 35112 -27944
c2913 35178 -31976
c10575 35310 -53144
c12768 34914 -9800
c17468 34056 -25928
c22051 36564 47656
c17397 33594 -18872
c38326 34320 2800
c32350 31812 3304
c21742 34320 -37016
c35976 34716 31024
c39057 33858 55720
c29108 34254 18928
c3430 35046 42616
c43817 33792 42112
c40024 35112 44128
c12347 34452 40096
c1462 34650 53704
c41170 34584 -32480
c34402 32208 3304
c2519 35310 42616
c37387 33396 10360
c25702 34584 -20888
c1724 34518 -2240
c33392 34386 4312
c35348 34254 12880
c43274 34320 -4760
c37658 35508 44128
c29839 34650 4312
c11055 33858 -18872
c7356 34716 44632
c15432 34452 -21896
c43804 33330 38080
c23321 35178 -31472
c31125 33396 -46088
c11426 35046 37072
c19546 34254 -34496
c10581 35442 43120
c397 34716 48664
c10316 34914 30016
c4440 34518 -48608
c18081 35442 -31472
c4826 35178 37576
c28040 34320 -25928
c30848 35574 -43064
c18182 32472 -22400
c8134 34716 32536
c43795 34848 30520
c2082 34782 -27440
c39567 33924 5320
c38404 35046 11368
c11324 34980 -58688
c26277 34056 3808
c2258 35442 42616
c17857 34320 5320
c16853 34518 18928
c21577 35310 48160
c32642 34122 4816
c23029 34584 -224
c26662 35574 -31976
c16034 34254 -44576
c22078 34914 4312
c5353 35112 44632
c16538 34980 31024
c25184 34782 41608
c35397 34452 -4760
c7531 34386 4816
c42815 32868 -17864
c19950 34386 49672
c332 34848 -20888
c97 34188 42112
c3334 35508 54208
c3400 34584 7840
c3633 34584 17416
c31471 34650 49672
c19166 35178 4312
c6664 33792 5824
c36888 34518 784
c15082 34320 22960
c38291 34848 14392
c17036 34650 12880
c34159 35838 48160
c42630 34254 -40544
c2966 35508 -50120
c18165 35178 50176
c6463 34848 -41552
c2834 34914 -20384
c27633 34056 34048
c31026 34650 1288
c4809 34914 41608
c26505 34782 29512
c482 34980 -5264
c34652 34716 280
c5640 34980 -2744
c30895 33924 -1736
c40688 34452 42112
c20059 34650 4816
c41707 34122 17920
c25888 34782 6832
c5181 35244 -10304
c39931 34650 -25424
c42601 34452 -8288
c20044 34650 15400
c34761 33396 -17864
c34174 35508 -10304
c38192 34782 -52640
c13108 34056 -39536
c4224 35706 46648
c2444 34254 35056
c8701 34386 11872
c11527 34782 32032
c21402 34914 4816
c5967 34320 3808
c20073 35178 49672
c31289 34584 -37016
c31163 34716 5320
c42787 34848 5320
c36984 35574 -53144
c15853 34716 -57680
c11536 35904 -47096
c12666 34650 15904
c41223 34650 38584
c31990 35574 37072
c39927 34518 -44576
c3113 34188 -1736
c31555 34716 -32480
c13399 35904 44128
c5015 34518 20944
c27893 35178 41608
c7309 35178 4816
c33370 34320 -57176
c30745 35838 42616
c28704 34386 26992
c25009 34716 -44072
c32105 35838 46648
c5696 34650 35560
c41210 34056 -37520
c10300 34650 6328
c34361 33726 38080
c30201 35112 -41552
c929 35178 -26432
c6105 34716 57232
c11611 35838 43120
c32269 34782 35560
c14132 34584 3808
c23692 34650 45136
c10051 35112 5320
c1489 35838 -43064
c33684 35046 -36512
c23552 35244 30520
c5526 34056 -28952
c12834 35244 44632
c3661 35310 41608
c30994 34980 31528
c27922 34518 24472
c3432 34056 -46592
c29394 34716 23464
c18633 34452 45640
c28310 35310 55720
c28096 34254 -45080
c44582 35442 41608
c5540 36168 44128
c39594 35442 4816
c18101 33528 -18368
c33954 34584 -9296
c10129 34584 -35504
c22954 31680 -42560
c32195 34980 -30968
c21127 34848 42112
c25525 34650 -34496
c24061 33792 -33488
c44291 35706 41608
c43857 35244 -37520
c4742 36168 47152
c36009 34716 29008
c22992 36102 43120
c19313 34584 26488
c22624 34320 40600
c9000 35706 -31472
c20578 34848 45640
c10522 36102 -43568
c17039 36168 -57680
c11182 33792 41104
c13223 34716 39592
c22813 34518 -40544
c19739 33990 38080
c3673 34914 -34496
c30747 34716 3808
c42455 34320 -1736
c30512 35442 -26432
c22349 34056 -33488
c2434 35772 -50120
c10003 34518 -1232
c32472 33924 -18368
c33334 34914 -1232
c12893 35244 -5264
c39205 34782 49168
c3527 35178 29512
c31545 34782 -41048
c24022 34848 -6776
c30984 34848 -17360
c34050 34914 784
c37588 34518 38080
c14289 34782 36064
c2939 35244 5320
c32693 36432 47152
c29499 35706 50176
c11955 34848 -4256
c17433 34320 33040
c12539 34980 -37016
c20799 34716 -15344
c9407 34848 -32480
c12841 34782 58240
c2352 34980 42112
c1175 34914 45136
c34229 34716 -35504
c16299 33858 -16352
c38714 35178 51184
c24835 35310 52696
c33333 34320 -17864
c31463 35970 50176
c23610 36234 -43064
c21126 35838 41608
c29029 34452 -728
c13178 36168 -47096
c24028 34518 -45080
c3989 34518 -7280
c22800 34848 56224
c12099 34848 1792
c33367 35376 -3248
c17989 35442 -36008
c37684 35244 280
c29984 34452 -18368
c33295 34716 -728
c21875 34254 -14840
c32131 35706 -44576
c160 35112 -728
c37824 34914 35560
c43067 36234 48160
c4707 34782 -45080
c11436 35772 -10304
c1717 35310 -45080
c15143 35442 51184
c7352 34716 22960
c12538 34980 57736
c5757 34914 -19880
c21187 34782 11872
c14584 34452 -39536
c8032 36234 42616
c33025 36234 -32984
c28997 35046 49168
c31926 35046 38080
c35297 35640 45640
c7966 36102 49672
c9475 33990 -14336
c5678 33660 -12824
c32798 35376 -11816
c6937 36234 43120
c18601 35376 31528
c44391 34914 -27440
c42861 34188 5824
c9836 33792 -12824
c34786 35442 51688
c31469 34782 2296
c42492 35310 35560
c20736 35310 49168
c34211 34914 32032
c37835 33660 -7784
c41658 34716 -6272
c36165 34848 -7784
c41606 35178 38080
c40600 35442 45136
c18043 35772 -39032
c3932 34980 41104
c31526 35838 -26936
c23216 34386 -14336
c12123 34848 -21392
c9907 35706 38080
c44404 34650 -16856
c643 34914 18424
c15501 35706 -7280
c34408 36432 22456
c38689 36168 48664
c19331 34980 -29456
c22059 33990 -18872
c27180 36234 50680
c6510 35970 51184
c15428 36498 -43568
c26158 35574 49168
c43757 34122 -13832
c9071 35112 -37016
c38321 35244 31024
c7091 34650 -14840
c18777 35508 -3248
c36519 33726 -13328
c21316 34716 -15848
c8186 36036 -7784
c9681 35574 -30464
c16883 34782 14896
c24752 34386 -18872
c32660 34782 -18872
c20413 34848 -15344
c15316 35310 15400
c38077 33990 -38024
c2674 35970 -44576
c20667 35508 -5264
c19518 36234 51184
c1721 34848 -35000
c27680 32340 9856
c12814 35310 -22904
c7544 35178 -18872
c3488 35046 784
c6722 35046 32032
c9323 34650 26992
c5193 34980 36568
c36770 34716 -1736
c29057 35376 -17360
c14088 34584 34048
c32611 34914 25480
c12653 35640 -37016
c3217 34650 35056
c36085 35046 2296
c34026 34782 17920
c41945 34056 -12824
c27329 35904 -39032
c42689 35508 -12320
c17389 35046 -14840
c11225 35838 -16856
c12805 35310 -20384
c19622 35046 35056
c39119 34848 3808
c40448 35508 -17864
c25824 35838 37072
c10641 35310 -36512
c30463 35112 -35504
c44419 36696 47152
c9704 35970 37072
c37306 35112 -52640
c13639 35574 -36512
c20344 35310 -1232
c27170 35904 -5768
c40219 34122 -8792
c16404 34320 -19376
c3489 35508 5320
c235 36564 22456
c38605 35640 -4760
c15855 35574 -45080
c37679 35112 -1736
c38941 34386 -13832
c2593 35574 -14336
c3832 35574 4816
c7945 36630 50680
c15753 34914 39088
c18084 36036 -37016
c12873 34584 -19376
c23904 35838 49168
c33205 35112 -4256
c39855 35178 -34496
c26628 35706 35560
c30903 34914 15904
c37726 36036 45640
c771 32472 3304
c23963 34782 18928
c36545 36630 51184
c24057 35244 -35000
c37320 34980 -19376
c30642 36300 45640
c12062 35904 -4760
c20693 34122 -16352
c3803 35772 -12320
c38040 34716 33040
c33336 35640 -18368
c26603 36036 -27944
c36644 37884 10864
c29440 34980 26488
c1756 35970 -36008
c14593 35706 -18872
c19696 36234 37072
c5514 35376 52192
c39299 35046 -8792
c40062 35640 52192
c21602 35508 54712
c19390 36234 -23408
c23302 35376 36568
c4645 35838 4816
c29214 35244 -19376
c41354 33990 -13328
c42562 34980 -32480
c25086 35112 5824
c3749 35178 -9800
c4996 35442 -13832
c16744 35310 -42056
c32871 34254 -40040
c38244 35970 -36512
c31429 34254 -13328
c22814 35970 7336
c21158 35706 -33992
c25095 35508 -728
c44543 36036 -17864
c30127 36168 -5768
c19171 35376 -47600
c28395 35904 52192
c44299 35112 -224
c33300 35442 35056
c36060 35640 -37520
c32207 35244 -15344
c14544 37422 -23408
c2634 36036 55216
c21203 35376 -4256
c17260 36102 53704
c29807 35310 2296
c17995 35508 -1736
c10224 34584 -8288
c28992 36366 37072
c11259 35178 1792
c2483 35310 24472
c28269 35112 -32480
c5633 35640 -11816
c18585 34980 22960
c37653 36168 -17864
c5698 35970 -31472
c30150 36036 -18368
c42865 35772 -37520
c1959 32736 3304
c27230 35376 -25928
c750 34056 -10808
c26507 34320 -46592
c952 35310 -16352
c12202 36300 -5768
c33365 36630 -43568
c2707 35904 -44072
c25763 36234 35560
c7955 34716 19936
c8240 34848 -15848
c22075 34980 -28952
c39746 35574 -20384
c12013 35310 4312
c16674 36102 -18872
c13116 34980 -8288
c2915 36300 -18368
c19775 35904 -11816
c33572 34848 -9296
c20132 35574 -29960
c5416 34914 18928
c18717 35838 -16352
c30451 34122 25984
c34807 35244 -29456
c22658 33924 -46088
c6103 35508 40600
c20312 35640 280
c3318 34848 -39536
c12892 36036 5320
c10001 35376 31024
c30057 32208 -42560
c32774 36168 -39032
c4758 35706 24472
c39140 35112 -15848
c29158 35244 22960
c13954 35310 -2240
c33304 35706 51688
c24003 35640 -3248
c32986 35178 15904
c25287 35838 -33992
c10091 35244 -32480
c28851 36168 -37520
c41194 35310 56224
c19233 34650 20440
c391 35112 -48608
c40497 35640 44632
c28816 36234 -16352
c20407 35640 -32480
c21703 36168 -11816
c3469 35244 32536
c5002 35442 32032
c30940 34914 26992
c17469 36828 47656
c39388 35508 3808
c23668 35904 44632
c41396 35310 36064
c5777 35046 18928
c13537 35442 784
c13526 35640 -21896
c2855 36102 4816
c10361 35574 26992
c18816 36300 -39032
c38927 35178 23464
c40882 35442 -9800
c26958 33396 3304
c6918 35640 46144
c12781 35772 -21392
c43831 35244 -12824
c6003 35178 20440
c37638 35178 -38024
c38215 35970 35056
c5713 36300 44632
c39680 34320 27496
c22988 36696 -39032
c2655 34848 -38528
c37214 35112 19936
c19529 35904 -28952
c23402 35244 29008
c31189 35772 -57176
c5868 34716 -55160
c5737 36564 -4256
c33925 34518 25984
c31024 37092 47656
c4722 35442 -42056
c20309 33528 -55664
c14213 35706 45136
c17089 36498 -18872
c22565 35508 -35000
c28391 34716 27496
c24255 35178 -2744
c12965 38280 10864
c26107 36696 -18368
c7274 35904 -19376
c25379 36102 49168
c5117 35508 -224
c9727 36168 -8288
c12971 35970 -8792
c4104 35772 -35000
c33852 35244 19936
c5054 35508 -29456
c28454 34980 33040
c21095 36036 280
c38698 35574 -42056
c25911 36036 -6776
c24367 35244 -54656
c32068 35772 -9296
c20690 34914 25984
c2435 36894 -18872
c12778 35574 4312
c7599 35442 -40040
c42702 36300 -37520
c19721 36036 -20888
c29702 36234 -31472
c325 35376 -41552
c17430 36168 -30968
c42657 35640 -41552
c14482 36102 -26936
c736 35772 3808
c2781 35442 15904
c26213 35244 -15848
c22555 35508 5824
c29234 35508 -12824
c18933 35178 11368
c33251 36234 21952
c14788 35772 -12824
c17556 35376 33040
c12118 35838 -20384
c6102 35904 -3248
c41805 36366 49168
c21731 36432 -8288
c21468 36498 -26432
c21910 35838 784
c17571 36300 -19376
c37342 36894 -43568
c15854 36300 -11816
c38480 34914 14896
c27252 36300 -44072
c20702 33858 -23912
c7993 36234 784
c6546 35970 26992
c29134 35574 24976
c15387 36432 -19376
c10765 36960 44632
c17599 35310 -13328
c35095 33792 10360
c4719 37026 50680
c5171 35178 1288
c28302 34188 10360
c34787 36366 -9800
c696 34980 27496
c12193 35046 6328
c28425 36366 -26936
c9902 35838 -28448
c24622 35970 6328
c9025 36366 -8792
c9764 34914 -25424
c24099 34782 -40544
c2521 35574 -2744
c32951 35706 -1232
c32649 36234 -36008
c42508 33660 -22400
c3747 35772 -15848
c6240 35046 -23912
c21581 35706 1288
c40767 35442 37576
c6963 35310 11368
c32334 33132 -56672
c24603 36366 -36008
c37732 36960 -27944
c9669 35508 36568
c13690 35112 -54152
c28307 35640 19936
c41486 34122 -24416
c26652 37092 -18368
c6839 32604 -42560
c37903 36036 -9296
c39736 35838 20944
c12577 37356 47656
c1169 37356 -17864
c29913 36630 -8792
c42285 36696 -12824
c19328 35772 5824
c16748 35574 13888
c15354 36366 23464
c1996 35574 36064
c35358 35706 25984
c28572 37158 -18872
c4541 36498 -44576
c12887 36564 5320
c44197 34320 10360
c24020 36036 -15848
c9519 35838 11368
c15000 35772 -29456
c38403 35310 58240
c8656 36432 -25928
c10624 36234 1288
c9956 36498 -13832
c22955 36828 45640
c9439 35442 -38024
c18751 35178 25480
c31851 34518 -24416
c17597 35310 33544
c1899 35706 4312
c42133 35376 27496
c23650 37224 -7784
c14674 34386 28000
c18712 36234 -22904
c5300 37290 -18872
c1806 35838 37576
c11263 36300 52192
c30507 35508 21448
c6310 35706 13384
c8770 35838 15904
c17299 34452 8848
c41742 36168 -9296
c18125 35970 -40544
c6361 34452 9352
c30554 35442 25480
c44074 36960 22456
c30773 34518 28000
c9342 35970 17920
c43101 35376 32536
c33022 35772 32536
c780 34584 9352
c29872 36102 -20384
c42685 35838 -48104
c32152 36960 -39032
c34265 36234 -33992
c4551 34848 34048
c16918 36696 5824
c13042 34980 -55664
c35115 34650 8344
c1244 35970 6832
c38 35904 30520
c36147 35772 -17360
c20007 35574 25480
c927 35112 14392
c12258 36234 7336
c3512 36036 -21392
c18511 35046 8344
c26682 34716 9352
c10164 35838 28504
c7138 32472 9856
c12114 35244 19432
c35870 36168 -6776
c22237 36696 -25928
c36702 35838 36064
c4283 36432 -15848
c36096 35442 15400
c3789 36234 -14840
c5752 36168 26488
c41448 36432 -9296
c21789 36366 -34496
c19743 37356 -18368
c7392 35640 36568
c35607 35904 -1736
c4985 35706 20440
c14710 36828 -12320
c39196 34716 8848
c11838 34584 -46592
c5074 35508 -11312
c34099 34716 2800
c24498 36432 48664
c43505 36696 48664
c16808 36960 48664
c27699 35838 38584
c17345 36102 15904
c1040 36432 280
c6847 35112 9352
c41737 36234 -36512
c33083 34452 10360
c16214 36102 37576
c24719 35904 30016
c7370 35112 8848
c18686 35838 4312
