TotalDisplacement 33417369
MaxDisplacement 7430
NumCells 44811
c24197 20460 24976
c21236 19272 -33488
c30292 20460 49168
c38364 20922 -19880
c36399 20262 -37016
c7840 19866 -14840
c11065 20064 52192
c42879 20526 12376
c19292 20724 2800
c14085 21780 54208
c7943 19998 44128
c1534 20592 -21392
c23606 21252 38584
c21576 20328 46648
c12044 19866 -15848
c31478 20790 -18368
c28513 19404 -33488
c4527 20130 -14336
c39215 19932 -7784
c18365 20856 -50120
c13143 20328 47152
c42793 20460 32032
c23272 20856 11872
c31611 20328 3304
c3862 20328 36568
c12765 19932 33040
c40777 20526 27496
c27136 19536 -5768
c38389 20526 -4760
c8736 20658 -51632
c3627 21054 -49616
c3967 19998 49672
c24843 20658 19432
c23673 20790 -17360
c6775 20790 12376
c26497 20460 41104
c37034 20328 25480
c31816 19668 -5768
c25961 20064 -26432
c29652 20526 37576
c10322 20394 -32480
c38996 20460 56224
c6915 20394 -728
c13251 20328 44632
c28483 20394 23464
c23085 20394 41608
c765 20394 49672
c15494 20262 -39536
c35629 19074 -12320
c10711 20394 280
c12562 20790 19432
c17701 19536 -38024
c31057 20592 -27944
c42029 20196 -18872
c7839 20196 -24416
c216 20658 -1736
c24945 21054 -24920
c20108 20724 18424
c1011 21252 10864
c18322 20988 42112
c10027 20394 1792
c38832 20262 37072
c9015 19998 39592
c7980 21054 12376
c38299 20460 -8288
c39765 20460 -26936
c3094 20658 -4760
c28984 20460 25480
c33209 20526 29008
c8827 20460 -2744
c30237 20592 24976
c39271 19734 -12320
c43568 20856 32032
c19937 20592 -24416
c30041 20856 -8288
c17181 20526 -43064
c34659 19932 20944
c19041 19536 -12824
c25483 20526 3808
c21152 20724 44632
c40439 21054 -17360
c10443 20196 33040
c42693 20724 -31472
c1536 20922 -51128
c7520 20130 44128
c2845 21582 12376
c8598 20790 49672
c37813 20526 39088
c10535 20064 -33488
c37513 20592 25480
c16541 20394 1288
c32252 20856 -21392
c29285 19998 -15344
c7985 20658 32536
c27808 20724 -38024
c21709 21120 -50120
c7927 19140 9856
c3302 20988 -5264
c18052 20724 -12824
c10989 20526 -47600
c27375 20856 24976
c28093 21186 26992
c43416 19932 784
c18032 19338 52696
c23728 20130 -15344
c23345 20724 -24416
c44401 19404 -52136
c42514 19800 -7280
c38086 21054 39088
c42784 19668 -13328
c26580 20460 -27440
c15607 20592 50176
c32292 20592 -32984
c14661 20526 23464
c39961 20460 7336
c3936 21252 26488
c42118 20724 -19376
c13728 20592 -52136
c9060 21252 -38528
c21851 21780 38584
c18256 20592 40600
c29481 20196 -35000
c20379 20460 -9296
c916 20328 -18872
c37456 21516 -35504
c9937 20856 50176
c18277 19932 -40544
c12486 20856 -24416
c15803 21516 26488
c17797 20592 21448
c18859 19404 -36008
c39861 21120 -20384
c33765 20724 -10808
c23196 20064 -7280
c11174 21186 -3248
c13487 20658 -43568
c41952 21714 38080
c11146 20394 -40040
c411 20988 2800
c41404 20988 24976
c3501 21120 10360
c39677 20790 2296
c17001 20328 -7784
c18292 19668 -9800
c20673 21054 37576
c8892 20658 -728
c32265 20790 44128
c32769 20988 -24416
c17889 20790 42616
c1863 21120 -21896
c22111 21186 6832
c10875 20658 -47096
c3018 21120 -4256
c32219 20460 -37520
c14907 20856 18424
c10789 20724 -7784
c922 22902 4816
c10852 20592 4312
c41852 20196 -6272
c42273 20592 -18872
c18746 20526 -10304
c39555 20526 36568
c31492 20130 18928
c2814 18810 -58688
c6418 20196 784
c5888 19536 -11816
c38118 20856 -36512
c966 21582 27496
c43779 19932 53200
c9332 20658 50680
c4716 20988 -37520
c35850 21054 36568
c21651 20658 28000
c24007 20988 -7784
c7317 20724 21448
c39520 21120 -52136
c5804 21054 44128
c17072 19932 -23912
c20556 20592 -26432
c38173 20658 23464
c6211 20064 -55664
c14892 20790 -4760
c18460 20328 -23912
c39908 21252 -41048
c1065 20922 23464
c6894 20460 -9800
c41332 21120 -18872
c34774 20262 -33992
c18151 20592 -36008
c5867 20922 45640
c42724 20592 -23912
c38069 20064 -13328
c9917 18216 -42560
c4973 20922 -4760
c1540 20988 -23912
c13452 21252 -24416
c2574 21054 -47096
c23955 21252 44632
c15579 20460 -8792
c35150 20856 41608
c33589 21780 10864
c23017 21252 -5264
c9679 21120 -3752
c40337 20724 20944
c35109 20856 -42056
c16090 19866 51688
c13583 21912 11872
c19415 20328 -11816
c36571 20460 -6272
c519 21186 -39536
c43220 20460 33040
c1072 21252 -4256
c38007 21318 -41552
c40966 21252 12880
c36508 20922 -33992
c33409 21648 -6776
c43631 21384 -18872
c22046 19800 -22904
c20144 21054 -44576
c28522 21186 22456
c24037 21054 -4760
c40394 19998 -23408
c41258 20394 -23408
c12567 20922 -12320
c3477 21054 -39032
c14525 20856 -45080
c43659 20790 -23408
c11701 21120 -25928
c4218 20922 5824
c20146 21318 -15344
c19037 21186 -12320
c5719 18876 -22400
c14701 21186 -34496
c1548 21384 -23912
c3419 21912 -6776
c41165 20724 -13328
c10596 21186 -23408
c12966 20328 -40544
c37446 21582 -17360
c11735 20922 -1736
c34936 20724 -33488
c29491 20988 -11816
c7697 21186 -49616
c41849 19932 -22904
c15573 21384 -5264
c1069 21252 -37520
c19980 22110 12376
c12282 19536 -50624
c42546 21120 20440
c26877 21516 20944
c37447 20394 -30464
c17783 20988 -19376
c20948 21318 -24920
c40000 20724 28504
c30021 21582 -33992
c23022 20856 -32984
c31294 20328 -7280
c5597 20526 18928
c40900 20526 21952
c38828 20328 -22904
c38734 21054 28000
c41201 21714 -17864
c28705 20724 -6272
c30295 20658 21952
c9868 22044 10864
c26922 21120 42112
c13720 20856 -16352
c22028 22242 -4760
c34630 20724 -22904
c31053 21450 -23408
c32032 21120 -22904
c27392 21318 45640
c21294 21054 -15848
c14315 20592 -54152
c17949 20724 -8792
c5385 21714 44128
c38992 21516 -21896
c25089 20526 17416
c3856 21054 -29456
c34663 21252 50176
c11051 21120 -8792
c35178 21186 49672
c33446 20856 -33488
c29300 18348 -58184
c15818 20724 25480
c37445 20724 49168
c8549 20658 48664
c38963 21318 1288
c29097 21384 -35000
c14625 20724 -30968
c22155 21054 48664
c12085 21252 49168
c24094 21450 5824
c13289 21384 -38024
c17827 21186 48664
c25051 21120 -21392
c9770 21516 4312
c36525 20130 34552
c43391 22440 11872
c11318 20262 -58688
c33850 21054 -14840
c5020 20988 -27944
c20608 21186 -48104
c29724 20790 18928
c20619 21516 -41048
c40585 21648 50176
c27425 20790 8848
c32815 21780 49168
c14125 19800 -58184
c43571 21516 52192
c12912 21384 -4256
c18024 21252 -8288
c1381 21384 24976
c6118 21516 -22904
c27942 21516 21448
c1946 18084 -56672
c26894 22044 38584
c44500 21516 -35000
c43011 21120 2800
c27107 21516 7336
c15748 21582 -23408
c5851 21384 -20384
c43007 21186 39592
c26404 20064 -22400
c4220 21912 20944
c11769 21252 -9800
c37900 20790 -40040
c16055 21054 -40040
c1369 21450 -41552
c21593 20790 52696
c25052 21450 37072
c22104 21318 -40040
c26701 21318 51688
c40562 20460 51184
c30203 21384 53200
c24947 21912 51184
c6511 21846 -34496
c37403 21186 9352
c41718 20790 21952
c34460 19932 33544
c25568 20856 -30968
c39393 21978 -34496
c8532 21120 -13328
c7037 19932 -5768
c32225 21318 -3248
c14667 20592 -40544
c3536 21054 2296
c7273 20922 29008
c1660 22176 -6776
c37766 20460 -7280
c17455 21384 -8792
c39627 20790 8344
c7156 20856 48160
c31258 20988 -30968
c21487 21318 -14840
c23543 22044 -1232
c10460 21516 -3752
c30287 21450 -40040
c43347 20856 16912
c43180 21516 -8288
c20066 21318 -14336
c19930 21384 -25928
c4342 20592 -11312
c42931 21318 37576
c2784 22242 6832
c2200 21516 -50120
c13860 21648 -37520
c22225 21120 -30968
c28292 21648 7336
c7313 19470 34048
c12200 21912 -3752
c36986 21252 -7784
c32054 20922 17920
c8863 22308 -3752
c33651 21714 45136
c14800 20460 -224
c25276 21780 -22904
c19353 21648 -21896
c36574 20922 7840
c44509 21384 2800
c15718 21186 23464
c26205 21582 -14840
c9591 21582 25984
c24361 20526 43624
c7322 21186 17920
c26929 21318 6328
c39491 22308 -6776
c35304 20856 -7280
c43680 21318 57736
c38758 22176 -22904
c42877 21318 -42056
c18325 21582 49672
c18420 21450 1792
c22172 20724 33040
c25256 20856 -224
c37095 20460 35056
c34042 21252 -13328
c9128 20064 -5768
c38256 21846 -15344
c28146 22308 38584
c5677 21780 44632
c44347 21714 37072
c37454 20460 -22400
c29147 20922 35560
c18174 20856 -31472
c30898 21120 -27944
c14736 20922 43624
c9494 21516 -18872
c32280 21648 -13328
c40120 21252 -11312
c20828 21186 7840
c24461 20724 -57680
c11893 21714 24472
c15506 21450 23464
c36264 21780 50176
c13855 20856 -6272
c43161 20790 17416
c44051 19800 -46088
c2825 21186 -32480
c14783 20988 -43568
c17292 21252 -7280
c4395 21318 -39032
c43893 21912 40096
c40607 20526 -13832
c18789 21912 -38024
c11476 21648 -41048
c39553 21780 -36008
c1406 22440 38584
c21842 22044 -36512
c31803 21912 -12824
c5763 21648 25480
c17777 21780 -13328
c34243 20724 -26432
c18390 21516 20440
c13645 21846 -14336
c38062 21978 -12320
c44308 22572 38584
c7154 20856 33544
c18861 21450 -28952
c4783 21384 14392
c6427 20856 41104
c16059 21450 -39536
c25925 22242 -12320
c10303 21978 49672
c26937 22308 -1232
c17515 22374 -12320
c33320 21582 26992
c16957 21582 1288
c22570 21582 -728
c44667 22044 -32984
c17373 21516 -45080
c1255 22044 -16352
c26876 21516 -11312
c14983 21648 -50120
c13775 19998 34048
c7514 21582 -20888
c28668 21054 8344
c28201 21120 -224
c1891 21120 -2240
c21696 21384 13888
c42168 22704 38584
c12593 21318 -31976
c13923 22110 -15344
c40836 21780 -11312
c1234 21318 -44576
c37475 20922 32536
c13025 21912 26488
c24176 21780 -4256
c25202 21318 43624
c20681 20790 -45584
c15353 21582 5824
c28237 22572 -5264
c44433 22044 5320
c21691 21186 -25424
c26795 21912 33040
c25506 21780 -30968
c16732 21714 -58688
c31068 21450 -25424
c16651 22176 -57680
c18676 21516 19936
c27261 21582 39088
c24146 23826 4816
c3815 21186 2296
c1170 21846 50680
c41507 22110 49672
c16932 22110 -34496
c42720 21054 15904
c39422 21318 -47096
c3658 22110 -14840
c43245 21120 -10808
c20788 21384 -44072
c23987 22176 50176
c20936 22836 -5264
c12034 20988 -6272
c14025 21384 -2240
c9106 21252 28504
c37408 19404 9856
c511 22242 52696
c28638 21516 -16856
c27427 21648 -40544
c23855 21450 -51128
c36563 22308 50176
c32436 21648 -25928
c25168 21120 784
c38337 21582 45640
c29837 21846 -40040
c23184 21384 784
c4282 21912 7336
c27210 21714 37576
c22894 21384 -224
c39538 21516 -21392
c22862 20988 -26432
c27094 21186 34552
c2799 21846 29008
c12011 21648 -7784
c41124 21120 36064
c16577 21846 45136
c25697 21714 17920
c21166 21582 12880
c23018 21714 12880
c33569 21978 45136
c20431 21780 -16856
c9860 21648 -38528
c24224 20790 -13832
c32182 21054 32536
c11564 21978 50680
c41129 21648 784
c30697 20988 14896
c29267 19536 -56672
c20267 21516 -19376
c21322 23100 -5264
c37352 21384 -6272
c42250 20922 -13832
c2849 21648 -224
c12196 20988 -31472
c818 21582 6328
c23736 21252 3304
c27478 21450 22456
c462 23496 -5264
c34749 22242 -15848
c4508 23430 -4760
c18922 21516 2800
c36315 22110 2296
c767 21780 -20384
c8212 22176 -11816
c35066 22176 -13328
c38874 21846 48664
c38934 21582 -3248
c19655 21714 23464
c3157 20922 15400
c36975 22374 1792
c5776 21780 -29960
c43084 21648 -2240
c8071 22044 14392
c37285 21780 -7784
c4175 21384 -54656
c9958 21846 27496
c20 21912 -21896
c17035 21714 -19880
c20024 21648 -28448
c14764 22242 38080
c29576 21978 39592
c20120 21714 42616
c31105 22704 -6776
c19409 22242 -34496
c25577 21648 35056
c9195 21714 32032
c29339 21714 -47096
c27109 21648 -8288
c24564 22044 -50120
c41353 21318 55216
c42897 22770 38080
c4699 21780 -8792
c30964 22308 -22904
c21314 21648 2800
c21775 21912 20440
c39186 21846 6328
c18519 22506 49672
c16962 22704 -35504
c9805 23232 -6776
c41942 20724 -22400
c37858 22440 -13328
c2637 21780 24976
c13211 21714 22456
c44269 21780 -41552
c15732 22968 -20384
c12646 21252 -5768
c30493 21318 -13832
c6901 21912 -8792
c35713 20988 48160
c40348 21780 36568
c15277 21714 5824
c26366 21780 -19376
c34365 22176 44632
c13470 21186 17416
c35346 21780 2800
c22034 22242 27496
c14611 22506 -15848
c42448 20856 40600
c39757 21846 -3248
c30843 21846 37576
c21242 21186 34048
c34835 18480 -42560
c11985 21978 -31976
c7567 22242 2296
c38612 21450 -13832
c35050 22308 -7784
c37075 21318 15400
c42 21846 -13832
c39217 22308 36064
c27219 22440 40096
c5286 22440 -11816
c41255 21714 58240
c4467 21516 -7280
c6570 21912 2800
c32173 21780 -7280
c19165 20922 47656
c29795 22836 -13328
c33212 23100 -12824
c18029 21780 -41048
c27807 22374 2296
c33289 21714 21448
c35622 21318 47656
c4135 21912 -4256
c28683 22110 -3248
c17590 22308 26488
c30603 21912 -6272
c42288 21516 3808
c22722 22044 35056
c27407 21648 48160
c39401 21714 17416
c21393 21780 -54152
c12826 21186 41608
c19877 22836 -40544
c6710 21978 39088
c18247 20526 -30464
c22904 21846 -728
c44779 21912 -37520
c17913 21912 18424
c9233 21318 8344
c11954 22242 7840
c25205 20460 9856
c15065 22308 -37520
c10981 21912 19936
c42318 21912 49168
c25227 22242 -33992
c20943 22308 -21392
c3602 22176 14896
c2961 22770 51688
c28273 21648 30520
c29315 21252 -55664
c28799 23100 38584
c9838 22770 49672
c31083 22044 -11312
c17473 21714 47656
c36485 22374 45136
c10556 21846 21448
c32900 22836 -11816
c10126 21648 -26432
c41427 22374 39592
c39755 21978 37072
c4089 21780 -38528
c14539 21978 6328
c26851 21978 -44576
c42511 21846 -39536
c34529 21846 -51632
c9054 20592 -37016
c43624 21648 -27440
c38489 24090 4816
c29909 22506 45136
c43038 21186 -26936
c19851 22506 -15344
c31394 21384 -10808
c37397 22044 -4256
c15768 20724 -37016
c39316 21648 -52136
c15828 22572 -1232
c35657 21450 16408
c44564 22110 -13832
c2635 21780 -43568
c37723 21978 -40040
c5078 22374 -51632
c24760 22044 -45080
c21534 21978 32536
c29023 22440 48160
c18166 21648 -5768
c1841 21978 24472
c39877 22044 33544
c33794 22242 48664
c29306 22374 -40040
c3794 22506 2296
c18421 20064 -50624
c11652 20790 -47600
c5906 22044 -38528
c23195 22572 14896
c37666 22308 5320
c21234 20328 -46592
c21580 21846 16408
c40818 22044 -41552
c1605 22242 -13832
c14192 22110 -39536
c33919 21252 -37016
c20452 22308 -11312
c37572 21714 43624
c33356 21648 10360
c6503 21516 -53648
c12997 22242 21448
c22353 24222 4816
c17967 22572 5320
c2985 22110 44128
c39180 21648 -9296
c5230 21846 -1736
c11804 22176 -38024
c44440 23298 -12320
c23725 21846 23464
c39111 21252 -58184
c37717 21384 3304
c2449 21780 -224
c28125 22308 -2240
c11347 22176 2800
c35319 22176 -8288
c38556 21714 -49616
c1819 22242 -19880
c10037 21648 16912
c35416 23298 38080
c25572 21252 -46592
c40678 21846 -32480
c31272 21846 -55160
c12939 22506 -39032
c26594 22506 7840
c16361 22110 32032
c452 22836 -35504
c9687 21846 -53144
c40546 22110 13384
c7989 22110 23464
c7465 20196 -46088
c9186 21780 31024
c43896 22506 23464
c17169 22374 -55160
c21351 22836 -37520
c24789 21450 -26936
c12191 21648 -31472
c26589 22704 -3752
c16868 22638 -14840
c21644 21582 -45584
c40053 22506 -1736
c43600 22176 10864
c36379 21714 -26936
c11927 21186 -30464
c10668 21186 18928
c37586 22374 -14336
c4791 22308 784
c23841 22176 -50120
c8203 21648 -44072
c14399 21912 280
c42682 22836 5320
c22726 20724 -52640
c19706 21714 -47600
c30729 21912 16912
c41143 22638 1288
c14635 22572 784
c40186 22836 33040
c23433 22176 -21896
c38697 22176 56224
c44585 21912 -31472
c6278 22044 -2744
c42066 20856 -46088
c58 22836 53200
c17096 21648 3304
c35941 22374 -20888
c40952 22044 16912
c30374 22176 -7280
c36489 22176 -35000
c6601 22374 15400
c11956 22836 50176
c18250 21714 18928
c170 22308 -27944
c22949 22110 55720
c10740 21846 15904
c23323 21516 -46088
c36460 22044 22960
c23896 22176 33544
c3573 21648 -24416
c14622 22572 -2240
c44332 20856 -22400
c36224 22572 3808
c18605 22638 -39032
c1241 22176 -31472
c4219 22968 40096
c20479 22374 -53144
c11990 22572 44632
c31249 21978 19432
c42591 22242 32032
c1912 22176 26992
c29621 23232 40096
c12552 21978 -26936
c30276 20922 21952
c26454 22374 -3248
c40101 22176 -9296
c742 22638 -20888
c7529 22374 12376
c24144 22308 -8288
c9018 22242 57232
c30418 22638 -51128
c41096 22836 44632
c21822 22242 42112
c23142 22440 -46592
c40379 22506 17920
c4212 20592 -56168
c16038 23628 -6776
c14825 21912 30520
c23312 22242 -44576
c8105 22308 6328
c27205 21516 -9800
c27874 22572 -54656
c3032 22440 -31472
c35052 22902 -39032
c33227 21582 34048
c26181 22506 -14336
c9992 22440 -19376
c33728 22968 33040
c9091 22704 -7280
c3353 24156 -6776
c43738 21846 -30464
c1416 22836 -25928
c11707 22836 -54152
c23276 22572 -22904
c17250 22110 -45584
c13439 22242 37576
c23717 22836 784
c40225 22440 -11312
c10233 22506 18928
c33846 22374 32032
c44275 22440 -224
c41986 22704 -9296
c29813 22242 37072
c2882 22242 15904
c20318 23496 -1232
c25731 24420 -6776
c1091 22308 2800
c6861 22308 22960
c25628 21648 -9800
c1908 22308 49168
c26936 22572 33544
c1740 21846 4312
c41399 22968 52192
c28333 24024 -35504
c30404 22110 -32480
c21422 22440 23968
c35928 21318 21952
c1887 22176 30016
c4689 21714 -10304
c4539 22374 27496
c30095 23760 40096
c5706 22374 -13832
c18537 23100 -7280
c28278 21714 21952
c42171 22308 -2744
c11755 22110 -43064
c39403 21780 -5768
c25878 23364 -224
c17829 22242 -10304
c1567 22374 -45584
c31134 21120 40600
c3332 22308 -27440
c6563 22770 -13832
c9092 22440 -8792
c39156 23166 -58688
c42817 22968 -36008
c38147 22242 -4256
c4307 22440 -29960
c31472 21780 -56168
c22056 22836 -2240
c10201 22374 44128
c31027 22572 -2744
c39506 22506 -34496
c8578 22572 -43568
c6877 22440 -37016
c7670 21648 40600
c25655 21648 -10808
c31023 22440 -30968
c27829 22902 -33992
c11255 22374 19432
c33316 23232 -7280
c36950 21582 8344
c16492 22836 -52136
c24279 22506 37072
c17420 22110 35560
c11664 22902 17416
c29113 22110 45640
c24558 22242 -28952
c28344 23100 -11816
c12122 22836 -26432
c11411 22968 -3752
c7305 22836 -31472
c12157 22638 -15344
c33100 22440 -55664
c28530 21912 -5768
c41514 22440 -29456
c10913 22440 49168
c12120 22638 35560
c15076 22440 35056
c870 22572 -21392
c30230 22044 -9800
c34742 23232 -9296
c8958 23232 -37520
c5162 21780 -28448
c30002 21648 11368
c7964 21252 -52640
c3525 22968 -21896
c1337 22308 20440
c31082 22506 -728
c23254 22440 -19880
c37950 21912 11368
c19235 22374 15904
c33901 21780 -52640
c12911 22704 -27440
c16445 22440 -50120
c43910 22638 -34496
c11492 22044 41104
c31517 22176 -32984
c30108 23100 48160
c30518 22704 -53648
c33357 22110 34048
c18375 22176 11368
c34246 22704 36064
c39015 21780 3304
c43028 22770 39592
c2019 22836 -29960
c24565 22044 -48104
c33215 22770 -32480
c40108 22572 -9800
c13982 23562 -55160
c19098 22506 -39536
c17618 22506 39088
c8367 22770 -10304
c38627 22572 13888
c34627 22374 -47600
c21171 23166 -26936
c11087 21714 -25424
c43764 23100 -9800
c3239 22836 30520
c14060 22506 34552
c38223 23430 -1736
c39378 24288 40096
c6940 22770 -14840
c26865 22044 280
c10478 22704 24976
c42491 21846 8344
c21246 23034 35560
c9988 23034 -10304
c20812 22638 -45584
c23295 22902 -25424
c31431 22968 36064
c43819 22770 7840
c831 23496 -37520
c13848 23760 -7280
c28289 22770 45640
c4687 23034 -45584
c13091 22638 21448
c62 22770 5824
c22259 21648 28504
c21752 22242 -30464
c39653 22968 784
c9427 22572 -38528
c44357 22704 20440
c38700 22638 -31976
c38939 23232 33544
c28594 21120 -22400
c34546 23628 -9800
c30602 21846 -17864
c8728 23364 -38024
c41465 23232 14392
c36342 22440 -28448
c32002 22242 9352
c26200 23496 -38024
c34366 22572 -8288
c40856 22110 47656
c28725 22770 -34496
c8189 22968 35056
c24620 22506 -30464
c29453 22638 37576
c9685 24948 -6776
c13867 22704 -6272
c10655 22836 -41048
c14861 23232 36064
c35794 22902 -47096
c42163 22836 -35000
c33140 22176 -49112
c12072 22968 44632
c27458 22836 -38528
c32016 22308 -52640
c30035 22902 -28952
c21807 23298 17416
c40364 23034 -20888
c30088 22506 47656
c12389 22374 41608
c6652 22176 40600
c31601 23562 38080
c9004 22506 9352
c14379 23232 -11816
c4659 23166 -39032
c5205 23034 -47600
c31679 22572 -32984
c10513 22440 11368
c23826 23562 -10304
c10647 22770 55216
c30297 22176 -10808
c13217 22770 -728
c9780 23100 30016
c12190 22044 -56168
c26451 23232 -36512
c16291 22572 41104
c30357 22638 -14336
c19465 22968 -22904
c36113 23034 -32480
c18835 23034 -28952
c21511 23562 -51632
c11531 22308 -10808
c3839 22110 -17864
c9909 22968 -55664
c8829 22704 2800
c12632 23100 35056
c26473 22374 16408
c18164 23232 784
c42305 22638 48664
